Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
125588313,The Morning Wood Tree,Siggy Shade,"Shade, Siggy",,"=""""","=""""",3,3.57,,Kindle Edition,248,2023,,2024/08/16,2024/08/14,,,read,,,,1,0
174753697,"Hopeless (Chestnut Springs, #5)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",4,4.10,Elsie Silver Literary Inc.,Kindle Edition,486,2023,2023,2024/07/31,2024/07/31,,,read,,,,1,0
206008753,"Impromptu Match (Goliaths of Wrestling, #1)",Lily Mayne,"Mayne, Lily",,"=""""","=""""",0,4.13,,Kindle Edition,422,2024,2024,,2024/08/14,to-read,to-read (#23),to-read,,,,0,0
202766416,Pole Position,Rebecca J. Caffery,"Caffery, Rebecca J.",,"=""0008684863""","=""9780008684860""",0,3.60,"One More Chapter, Harper Collins",Paperback,367,2024,2024,,2024/08/09,to-read,to-read (#22),to-read,,,,0,0
123853225,"Morbidly Yours (Love in Galway, #1)",Ivy Fairbanks,"Fairbanks, Ivy",,"=""""","=""9798218176556""",0,3.93,Lassen Press,Paperback,328,2023,2023,,2024/08/09,to-read,to-read (#21),to-read,,,,0,0
217206738,"King of Wrath (Kings of Sin, #1)",Ana Huang,"Huang, Ana",,"=""""","=""""",5,4.05,,Kindle Edition,398,2022,2022,,2024/08/08,,,read,,,,3,0
122773589,Breeding with Bigfoot,Siggy Shade,"Shade, Siggy",,"=""""","=""""",0,3.15,,Kindle Edition,266,2023,,2024/08/04,2024/08/07,weird-ass-books-i-ve-read,weird-ass-books-i-ve-read (#3),read,,,,1,0
62870031,Jack's Head,Siggy Shade,"Shade, Siggy",,"=""""","=""9798354152278""",0,3.60,,Kindle Edition,106,2022,,2024/08/01,2024/08/07,weird-ass-books-i-ve-read,weird-ass-books-i-ve-read (#2),read,,,,2,0
199313243,Get in My Swamp (Get in My Swamp #1),G.M. Fairy,"Fairy, G.M.",,"=""""","=""9798215196236""",0,3.09,,ebook,0,2023,,2024/07/31,2024/08/07,weird-ass-books-i-ve-read,weird-ass-books-i-ve-read (#1),read,,,,1,0
55533831,"Rosaline Palmer Takes the Cake (Winner Bakes All, #1)",Alexis  Hall,"Hall, Alexis",,"=""""","=""""",1,3.88,Forever,Kindle Edition,449,2021,2021,2024/08/02,2024/07/12,dnf,dnf (#1),read,,,,1,0
63031640,"Powerless  (Chestnut Springs, #3)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",5,4.06,,Kindle Edition,504,2023,2023,2024/07/31,2024/07/25,,,read,,,,1,0
125460757,"Heartless (Chestnut Springs, #2)",Elsie Silver,"Silver, Elsie",,"=""172829701X""","=""9781728297019""",4,4.38,Bloom Books,Paperback,432,2023,2022,2024/07/25,2024/07/23,,,read,,,,1,0
60755618,"Flawless (Chestnut Springs, #1)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",5,4.04,Elsie Silver via Amazon Digital Services,Kindle Edition,424,2022,2022,2024/07/22,2024/07/12,,,read,,,,1,0
195820807,"Just for the Summer (Part of Your World, #3)",Abby Jimenez,"Jimenez, Abby",,"=""1538704439""","=""9781538704431""",5,4.37,Forever,Paperback,432,2024,2024,2024/07/20,2024/07/12,,,read,"This book was a five-star read for me! I absolutely loved every second of it, especially the two main characters. I’ve never rooted for a couple as much as I did for Emma and Justin. Their journey through trauma and hardship was captivating which made their connection even more special in the end. Even the supporting characters were well-written and fit into the overall story well. ",,,1,0
56269205,"Empire of the Vampire (Empire of the Vampire, #1)",Jay Kristoff,"Kristoff, Jay",Bon Orthwick,"=""1250245281""","=""9781250245281""",0,4.33,St. Martin's Press,Hardcover,739,2021,2021,,2024/07/20,to-read,to-read (#20),to-read,,,,0,0
